bank,user_name,title,date,review,home_banking,security,support,promotions,services,local_presence
ing-direct,Pasquale,Mai Più,18 Novembre 2022,"Profondamente deluso. La Pubblicità induce a pensare cose non vere, puntualizzate nei classici trafiletti.",20,40,20,20,20,20
ing-direct,Gianfranco,Fate schifo,07 Novembre 2022,"Siete vergognosi. Una carta di credito sospesa, dopo oltre 20 giorni ancora non è riattivata. Servizio supportotelefonico da far ridere. Ripetono come un pappagallo: stiamo lavorando, stiamo risolvendo, stiamo facendo.... Senza dare motivazioni o risposte adeguate.... e i giorni passano. Vergognatevi!",20,80,20,20,20,20
ing-direct,Alfredo,Per attivare la carta un continuo rimandare,30 Luglio 2022,"Devo attivare la carta, ho chiamato almeno 10 volte l'assistenza clienti, ogni volta rimandano di tot giorni",40,40,20,20,40,20
ing-direct,Utente Scontento,ING - Banca in declino,07 Luglio 2022,"La banca negli ultimi anni ha perso di qualita' nel servizio. Sicuramente soffrono della concorrenza delle nuove realta' per i servizi online. La chiusura delle filiali limita la velocita' di alcune operazione e diverse operazioni/processi sono piuttosto farriginosi e confusi. Bonifici Sospesi,invio carte di credito, comunicazioni perse, sistemi in stallo .... Gli operatori purtroppo non sanno che pesci pigliare e ognuno ha un messaggio diverso. Su altri paesi ING ha tagliato totalmente la presenza per i privati. Il declino sembra evidente,",20,20,20,20,20,20
ing-direct,Stefania,Impossibile chiudere conto corrente,16 Giugno 2022,"Sono 13 giorni che aspetto che il conto corrente venga estinto e il saldo trasferito a nuova banca. Praticamente non posso usare il mio denaro. Sì sarebbe dovuto concludere tutto in 5 giorni.
L'operatrice che non è in grado di capire cosa sia successo si è limitata ad aprire una segnalazione che sono certa cadrà nel vuoto. Come faccio a vivere senza soldi? Delusione e vergogna",20,20,20,20,20,20
ing-direct,simona,Mai più!!,01 Maggio 2023,"Fatto richiesta di apertura conto (ti dicono che bastano 3 o 5 giorni). Inviato documenti, fatto videochiamata per il riconoscimento e ri-mostrato i documenti. Mi dicono che devo ricaricare i documenti, ricaricati i documenti, riconoscimento non andato a buon fine, provo con il bonifico di 1 euro da un'altra banca, ancora niente. Passati due mesi e mezzo mando pec con rinuncia, chiedendo la cancellazione dei miei dati, mi dicono che in tre giorni sarà fatto: sono trascorsi 10 giorni e continuo a ricevere SMS e mail con richiesta di ricaricare i miei documenti. Davvero CROCE SOPRA!!!!",20,20,20,20,20,20
ing-direct,Antonio,"ING da evitare, sono pessimi",08 Marzo 2023,"Ci hanno messo 3/4 mesi per inviarmi un conto estintivo per un mutuo acceso nel 2012, mille problemi ogni volta che telefonavo, alla fine ci sono riuscito, dopo aver fatto qualche centinaio di telefonate con operatori sempre diversi ai quali ogni volta dovevo ripetere le stesse cose, sono arrivato anche a minacce tramite avvocato, si lamenta inoltrer la mancanza fisica della banca.",20,60,60,20,20,20
ing-direct,Canova,Non aprite un Conto corrente con Ing bank,03 Marzo 2023,"Incompetenza del call center uguale a zero, è stato fatto un errore inaccettabile, per un errore di un operatore mi hanno chiuso l'umiliatateralmente senza preavviso il conto corrente, bloccato i soldi, bloccato le carte, incompetenza al 100%, mai più con ing direct, un danno da denuncia",20,20,20,20,20,20
ing-direct,Luciano,Pago flax,03 Gennaio 2023,"Il giorno 27 12 2022 effettuo un pagamento con carta di credito, ma non mi arriva subito il sms del pagoflax(cosa già avvenuto, ma bastava aprire i movimenti carta e potevo attivarlo) provo a chiamare il giorno 30 e 31 ma nessuno risponde perché troppo intasati lo stesso il 2 gennaio, oggi chiamo e mi dicono che è normale gli ultimi giorni del mese non lo fa applicare, le chiedo delucidazioni su dove poterlo leggere e non mi da risposta, in più vengo a scoprire che esiste una lista di pagamenti con carta di credito dove non è possibile attivare, chiedo dove poter leggere e mi viene detto che controllano loro se il pagamento è rateizzabile, mi dicono di sì senza pero dirmi dove poter vedere la lista. Oggi 3 gennaio 2023 mi trovo a dover pagare per intero la spesa effettuata perché",80,40,20,40,60,20
ing-direct,Giuseppe,Ottima banca,20 Novembre 2022,"Sono cliente da piu di dieci anni e mi sono sempre trovato benissimo,il servizio clienti e professionale e competente la consiglio vivamente.
È stata l'unica banca a cui non mi hanno chiesto un garante per il mutuo",80,100,80,20,60,20
ing-direct,Pasquale,Mai Più,18 Novembre 2022,"Profondamente deluso. La Pubblicità induce a pensare cose non vere, puntualizzate nei classici trafiletti.",20,40,20,20,20,20
ing-direct,Gianfranco,Fate schifo,07 Novembre 2022,"Siete vergognosi. Una carta di credito sospesa, dopo oltre 20 giorni ancora non è riattivata. Servizio supportotelefonico da far ridere. Ripetono come un pappagallo: stiamo lavorando, stiamo risolvendo, stiamo facendo.... Senza dare motivazioni o risposte adeguate.... e i giorni passano. Vergognatevi!",20,80,20,20,20,20
ing-direct,Alfredo,Per attivare la carta un continuo rimandare,30 Luglio 2022,"Devo attivare la carta, ho chiamato almeno 10 volte l'assistenza clienti, ogni volta rimandano di tot giorni",40,40,20,20,40,20
ing-direct,Utente Scontento,ING - Banca in declino,07 Luglio 2022,"La banca negli ultimi anni ha perso di qualita' nel servizio. Sicuramente soffrono della concorrenza delle nuove realta' per i servizi online. La chiusura delle filiali limita la velocita' di alcune operazione e diverse operazioni/processi sono piuttosto farriginosi e confusi. Bonifici Sospesi,invio carte di credito, comunicazioni perse, sistemi in stallo .... Gli operatori purtroppo non sanno che pesci pigliare e ognuno ha un messaggio diverso. Su altri paesi ING ha tagliato totalmente la presenza per i privati. Il declino sembra evidente,",20,20,20,20,20,20
ing-direct,Stefania,Impossibile chiudere conto corrente,16 Giugno 2022,"Sono 13 giorni che aspetto che il conto corrente venga estinto e il saldo trasferito a nuova banca. Praticamente non posso usare il mio denaro. Sì sarebbe dovuto concludere tutto in 5 giorni.
L'operatrice che non è in grado di capire cosa sia successo si è limitata ad aprire una segnalazione che sono certa cadrà nel vuoto. Come faccio a vivere senza soldi? Delusione e vergogna",20,20,20,20,20,20
ing-direct,simona,Mai più!!,01 Maggio 2023,"Fatto richiesta di apertura conto (ti dicono che bastano 3 o 5 giorni). Inviato documenti, fatto videochiamata per il riconoscimento e ri-mostrato i documenti. Mi dicono che devo ricaricare i documenti, ricaricati i documenti, riconoscimento non andato a buon fine, provo con il bonifico di 1 euro da un'altra banca, ancora niente. Passati due mesi e mezzo mando pec con rinuncia, chiedendo la cancellazione dei miei dati, mi dicono che in tre giorni sarà fatto: sono trascorsi 10 giorni e continuo a ricevere SMS e mail con richiesta di ricaricare i miei documenti. Davvero CROCE SOPRA!!!!",20,20,20,20,20,20
ing-direct,Antonio,"ING da evitare, sono pessimi",08 Marzo 2023,"Ci hanno messo 3/4 mesi per inviarmi un conto estintivo per un mutuo acceso nel 2012, mille problemi ogni volta che telefonavo, alla fine ci sono riuscito, dopo aver fatto qualche centinaio di telefonate con operatori sempre diversi ai quali ogni volta dovevo ripetere le stesse cose, sono arrivato anche a minacce tramite avvocato, si lamenta inoltrer la mancanza fisica della banca.",20,60,60,20,20,20
ing-direct,Canova,Non aprite un Conto corrente con Ing bank,03 Marzo 2023,"Incompetenza del call center uguale a zero, è stato fatto un errore inaccettabile, per un errore di un operatore mi hanno chiuso l'umiliatateralmente senza preavviso il conto corrente, bloccato i soldi, bloccato le carte, incompetenza al 100%, mai più con ing direct, un danno da denuncia",20,20,20,20,20,20
ing-direct,Luciano,Pago flax,03 Gennaio 2023,"Il giorno 27 12 2022 effettuo un pagamento con carta di credito, ma non mi arriva subito il sms del pagoflax(cosa già avvenuto, ma bastava aprire i movimenti carta e potevo attivarlo) provo a chiamare il giorno 30 e 31 ma nessuno risponde perché troppo intasati lo stesso il 2 gennaio, oggi chiamo e mi dicono che è normale gli ultimi giorni del mese non lo fa applicare, le chiedo delucidazioni su dove poterlo leggere e non mi da risposta, in più vengo a scoprire che esiste una lista di pagamenti con carta di credito dove non è possibile attivare, chiedo dove poter leggere e mi viene detto che controllano loro se il pagamento è rateizzabile, mi dicono di sì senza pero dirmi dove poter vedere la lista. Oggi 3 gennaio 2023 mi trovo a dover pagare per intero la spesa effettuata perché",80,40,20,40,60,20
ing-direct,Giuseppe,Ottima banca,20 Novembre 2022,"Sono cliente da piu di dieci anni e mi sono sempre trovato benissimo,il servizio clienti e professionale e competente la consiglio vivamente.
È stata l'unica banca a cui non mi hanno chiesto un garante per il mutuo",80,100,80,20,60,20
ing-direct,Pasquale,Mai Più,18 Novembre 2022,"Profondamente deluso. La Pubblicità induce a pensare cose non vere, puntualizzate nei classici trafiletti.",20,40,20,20,20,20
ing-direct,Gianfranco,Fate schifo,07 Novembre 2022,"Siete vergognosi. Una carta di credito sospesa, dopo oltre 20 giorni ancora non è riattivata. Servizio supportotelefonico da far ridere. Ripetono come un pappagallo: stiamo lavorando, stiamo risolvendo, stiamo facendo.... Senza dare motivazioni o risposte adeguate.... e i giorni passano. Vergognatevi!",20,80,20,20,20,20
ing-direct,Alfredo,Per attivare la carta un continuo rimandare,30 Luglio 2022,"Devo attivare la carta, ho chiamato almeno 10 volte l'assistenza clienti, ogni volta rimandano di tot giorni",40,40,20,20,40,20
ing-direct,Utente Scontento,ING - Banca in declino,07 Luglio 2022,"La banca negli ultimi anni ha perso di qualita' nel servizio. Sicuramente soffrono della concorrenza delle nuove realta' per i servizi online. La chiusura delle filiali limita la velocita' di alcune operazione e diverse operazioni/processi sono piuttosto farriginosi e confusi. Bonifici Sospesi,invio carte di credito, comunicazioni perse, sistemi in stallo .... Gli operatori purtroppo non sanno che pesci pigliare e ognuno ha un messaggio diverso. Su altri paesi ING ha tagliato totalmente la presenza per i privati. Il declino sembra evidente,",20,20,20,20,20,20
ing-direct,Stefania,Impossibile chiudere conto corrente,16 Giugno 2022,"Sono 13 giorni che aspetto che il conto corrente venga estinto e il saldo trasferito a nuova banca. Praticamente non posso usare il mio denaro. Sì sarebbe dovuto concludere tutto in 5 giorni.
L'operatrice che non è in grado di capire cosa sia successo si è limitata ad aprire una segnalazione che sono certa cadrà nel vuoto. Come faccio a vivere senza soldi? Delusione e vergogna",20,20,20,20,20,20
ing-direct,simona,Mai più!!,01 Maggio 2023,"Fatto richiesta di apertura conto (ti dicono che bastano 3 o 5 giorni). Inviato documenti, fatto videochiamata per il riconoscimento e ri-mostrato i documenti. Mi dicono che devo ricaricare i documenti, ricaricati i documenti, riconoscimento non andato a buon fine, provo con il bonifico di 1 euro da un'altra banca, ancora niente. Passati due mesi e mezzo mando pec con rinuncia, chiedendo la cancellazione dei miei dati, mi dicono che in tre giorni sarà fatto: sono trascorsi 10 giorni e continuo a ricevere SMS e mail con richiesta di ricaricare i miei documenti. Davvero CROCE SOPRA!!!!",20,20,20,20,20,20
ing-direct,Antonio,"ING da evitare, sono pessimi",08 Marzo 2023,"Ci hanno messo 3/4 mesi per inviarmi un conto estintivo per un mutuo acceso nel 2012, mille problemi ogni volta che telefonavo, alla fine ci sono riuscito, dopo aver fatto qualche centinaio di telefonate con operatori sempre diversi ai quali ogni volta dovevo ripetere le stesse cose, sono arrivato anche a minacce tramite avvocato, si lamenta inoltrer la mancanza fisica della banca.",20,60,60,20,20,20
ing-direct,Canova,Non aprite un Conto corrente con Ing bank,03 Marzo 2023,"Incompetenza del call center uguale a zero, è stato fatto un errore inaccettabile, per un errore di un operatore mi hanno chiuso l'umiliatateralmente senza preavviso il conto corrente, bloccato i soldi, bloccato le carte, incompetenza al 100%, mai più con ing direct, un danno da denuncia",20,20,20,20,20,20
ing-direct,Luciano,Pago flax,03 Gennaio 2023,"Il giorno 27 12 2022 effettuo un pagamento con carta di credito, ma non mi arriva subito il sms del pagoflax(cosa già avvenuto, ma bastava aprire i movimenti carta e potevo attivarlo) provo a chiamare il giorno 30 e 31 ma nessuno risponde perché troppo intasati lo stesso il 2 gennaio, oggi chiamo e mi dicono che è normale gli ultimi giorni del mese non lo fa applicare, le chiedo delucidazioni su dove poterlo leggere e non mi da risposta, in più vengo a scoprire che esiste una lista di pagamenti con carta di credito dove non è possibile attivare, chiedo dove poter leggere e mi viene detto che controllano loro se il pagamento è rateizzabile, mi dicono di sì senza pero dirmi dove poter vedere la lista. Oggi 3 gennaio 2023 mi trovo a dover pagare per intero la spesa effettuata perché",80,40,20,40,60,20
ing-direct,Giuseppe,Ottima banca,20 Novembre 2022,"Sono cliente da piu di dieci anni e mi sono sempre trovato benissimo,il servizio clienti e professionale e competente la consiglio vivamente.
È stata l'unica banca a cui non mi hanno chiesto un garante per il mutuo",80,100,80,20,60,20
ing-direct,Pasquale,Mai Più,18 Novembre 2022,"Profondamente deluso. La Pubblicità induce a pensare cose non vere, puntualizzate nei classici trafiletti.",20,40,20,20,20,20
ing-direct,Gianfranco,Fate schifo,07 Novembre 2022,"Siete vergognosi. Una carta di credito sospesa, dopo oltre 20 giorni ancora non è riattivata. Servizio supportotelefonico da far ridere. Ripetono come un pappagallo: stiamo lavorando, stiamo risolvendo, stiamo facendo.... Senza dare motivazioni o risposte adeguate.... e i giorni passano. Vergognatevi!",20,80,20,20,20,20
ing-direct,Alfredo,Per attivare la carta un continuo rimandare,30 Luglio 2022,"Devo attivare la carta, ho chiamato almeno 10 volte l'assistenza clienti, ogni volta rimandano di tot giorni",40,40,20,20,40,20
ing-direct,Utente Scontento,ING - Banca in declino,07 Luglio 2022,"La banca negli ultimi anni ha perso di qualita' nel servizio. Sicuramente soffrono della concorrenza delle nuove realta' per i servizi online. La chiusura delle filiali limita la velocita' di alcune operazione e diverse operazioni/processi sono piuttosto farriginosi e confusi. Bonifici Sospesi,invio carte di credito, comunicazioni perse, sistemi in stallo .... Gli operatori purtroppo non sanno che pesci pigliare e ognuno ha un messaggio diverso. Su altri paesi ING ha tagliato totalmente la presenza per i privati. Il declino sembra evidente,",20,20,20,20,20,20
ing-direct,Stefania,Impossibile chiudere conto corrente,16 Giugno 2022,"Sono 13 giorni che aspetto che il conto corrente venga estinto e il saldo trasferito a nuova banca. Praticamente non posso usare il mio denaro. Sì sarebbe dovuto concludere tutto in 5 giorni.
L'operatrice che non è in grado di capire cosa sia successo si è limitata ad aprire una segnalazione che sono certa cadrà nel vuoto. Come faccio a vivere senza soldi? Delusione e vergogna",20,20,20,20,20,20
ing-direct,simona,Mai più!!,01 Maggio 2023,"Fatto richiesta di apertura conto (ti dicono che bastano 3 o 5 giorni). Inviato documenti, fatto videochiamata per il riconoscimento e ri-mostrato i documenti. Mi dicono che devo ricaricare i documenti, ricaricati i documenti, riconoscimento non andato a buon fine, provo con il bonifico di 1 euro da un'altra banca, ancora niente. Passati due mesi e mezzo mando pec con rinuncia, chiedendo la cancellazione dei miei dati, mi dicono che in tre giorni sarà fatto: sono trascorsi 10 giorni e continuo a ricevere SMS e mail con richiesta di ricaricare i miei documenti. Davvero CROCE SOPRA!!!!",20,20,20,20,20,20
ing-direct,Antonio,"ING da evitare, sono pessimi",08 Marzo 2023,"Ci hanno messo 3/4 mesi per inviarmi un conto estintivo per un mutuo acceso nel 2012, mille problemi ogni volta che telefonavo, alla fine ci sono riuscito, dopo aver fatto qualche centinaio di telefonate con operatori sempre diversi ai quali ogni volta dovevo ripetere le stesse cose, sono arrivato anche a minacce tramite avvocato, si lamenta inoltrer la mancanza fisica della banca.",20,60,60,20,20,20
ing-direct,Canova,Non aprite un Conto corrente con Ing bank,03 Marzo 2023,"Incompetenza del call center uguale a zero, è stato fatto un errore inaccettabile, per un errore di un operatore mi hanno chiuso l'umiliatateralmente senza preavviso il conto corrente, bloccato i soldi, bloccato le carte, incompetenza al 100%, mai più con ing direct, un danno da denuncia",20,20,20,20,20,20
ing-direct,Luciano,Pago flax,03 Gennaio 2023,"Il giorno 27 12 2022 effettuo un pagamento con carta di credito, ma non mi arriva subito il sms del pagoflax(cosa già avvenuto, ma bastava aprire i movimenti carta e potevo attivarlo) provo a chiamare il giorno 30 e 31 ma nessuno risponde perché troppo intasati lo stesso il 2 gennaio, oggi chiamo e mi dicono che è normale gli ultimi giorni del mese non lo fa applicare, le chiedo delucidazioni su dove poterlo leggere e non mi da risposta, in più vengo a scoprire che esiste una lista di pagamenti con carta di credito dove non è possibile attivare, chiedo dove poter leggere e mi viene detto che controllano loro se il pagamento è rateizzabile, mi dicono di sì senza pero dirmi dove poter vedere la lista. Oggi 3 gennaio 2023 mi trovo a dover pagare per intero la spesa effettuata perché",80,40,20,40,60,20
ing-direct,Giuseppe,Ottima banca,20 Novembre 2022,"Sono cliente da piu di dieci anni e mi sono sempre trovato benissimo,il servizio clienti e professionale e competente la consiglio vivamente.
È stata l'unica banca a cui non mi hanno chiesto un garante per il mutuo",80,100,80,20,60,20
ing-direct,Pasquale,Mai Più,18 Novembre 2022,"Profondamente deluso. La Pubblicità induce a pensare cose non vere, puntualizzate nei classici trafiletti.",20,40,20,20,20,20
ing-direct,Gianfranco,Fate schifo,07 Novembre 2022,"Siete vergognosi. Una carta di credito sospesa, dopo oltre 20 giorni ancora non è riattivata. Servizio supportotelefonico da far ridere. Ripetono come un pappagallo: stiamo lavorando, stiamo risolvendo, stiamo facendo.... Senza dare motivazioni o risposte adeguate.... e i giorni passano. Vergognatevi!",20,80,20,20,20,20
ing-direct,Alfredo,Per attivare la carta un continuo rimandare,30 Luglio 2022,"Devo attivare la carta, ho chiamato almeno 10 volte l'assistenza clienti, ogni volta rimandano di tot giorni",40,40,20,20,40,20
ing-direct,Utente Scontento,ING - Banca in declino,07 Luglio 2022,"La banca negli ultimi anni ha perso di qualita' nel servizio. Sicuramente soffrono della concorrenza delle nuove realta' per i servizi online. La chiusura delle filiali limita la velocita' di alcune operazione e diverse operazioni/processi sono piuttosto farriginosi e confusi. Bonifici Sospesi,invio carte di credito, comunicazioni perse, sistemi in stallo .... Gli operatori purtroppo non sanno che pesci pigliare e ognuno ha un messaggio diverso. Su altri paesi ING ha tagliato totalmente la presenza per i privati. Il declino sembra evidente,",20,20,20,20,20,20
ing-direct,Stefania,Impossibile chiudere conto corrente,16 Giugno 2022,"Sono 13 giorni che aspetto che il conto corrente venga estinto e il saldo trasferito a nuova banca. Praticamente non posso usare il mio denaro. Sì sarebbe dovuto concludere tutto in 5 giorni.
L'operatrice che non è in grado di capire cosa sia successo si è limitata ad aprire una segnalazione che sono certa cadrà nel vuoto. Come faccio a vivere senza soldi? Delusione e vergogna",20,20,20,20,20,20
ing-direct,simona,Mai più!!,01 Maggio 2023,"Fatto richiesta di apertura conto (ti dicono che bastano 3 o 5 giorni). Inviato documenti, fatto videochiamata per il riconoscimento e ri-mostrato i documenti. Mi dicono che devo ricaricare i documenti, ricaricati i documenti, riconoscimento non andato a buon fine, provo con il bonifico di 1 euro da un'altra banca, ancora niente. Passati due mesi e mezzo mando pec con rinuncia, chiedendo la cancellazione dei miei dati, mi dicono che in tre giorni sarà fatto: sono trascorsi 10 giorni e continuo a ricevere SMS e mail con richiesta di ricaricare i miei documenti. Davvero CROCE SOPRA!!!!",20,20,20,20,20,20
ing-direct,Antonio,"ING da evitare, sono pessimi",08 Marzo 2023,"Ci hanno messo 3/4 mesi per inviarmi un conto estintivo per un mutuo acceso nel 2012, mille problemi ogni volta che telefonavo, alla fine ci sono riuscito, dopo aver fatto qualche centinaio di telefonate con operatori sempre diversi ai quali ogni volta dovevo ripetere le stesse cose, sono arrivato anche a minacce tramite avvocato, si lamenta inoltrer la mancanza fisica della banca.",20,60,60,20,20,20
ing-direct,Canova,Non aprite un Conto corrente con Ing bank,03 Marzo 2023,"Incompetenza del call center uguale a zero, è stato fatto un errore inaccettabile, per un errore di un operatore mi hanno chiuso l'umiliatateralmente senza preavviso il conto corrente, bloccato i soldi, bloccato le carte, incompetenza al 100%, mai più con ing direct, un danno da denuncia",20,20,20,20,20,20
ing-direct,Luciano,Pago flax,03 Gennaio 2023,"Il giorno 27 12 2022 effettuo un pagamento con carta di credito, ma non mi arriva subito il sms del pagoflax(cosa già avvenuto, ma bastava aprire i movimenti carta e potevo attivarlo) provo a chiamare il giorno 30 e 31 ma nessuno risponde perché troppo intasati lo stesso il 2 gennaio, oggi chiamo e mi dicono che è normale gli ultimi giorni del mese non lo fa applicare, le chiedo delucidazioni su dove poterlo leggere e non mi da risposta, in più vengo a scoprire che esiste una lista di pagamenti con carta di credito dove non è possibile attivare, chiedo dove poter leggere e mi viene detto che controllano loro se il pagamento è rateizzabile, mi dicono di sì senza pero dirmi dove poter vedere la lista. Oggi 3 gennaio 2023 mi trovo a dover pagare per intero la spesa effettuata perché",80,40,20,40,60,20
ing-direct,Giuseppe,Ottima banca,20 Novembre 2022,"Sono cliente da piu di dieci anni e mi sono sempre trovato benissimo,il servizio clienti e professionale e competente la consiglio vivamente.
È stata l'unica banca a cui non mi hanno chiesto un garante per il mutuo",80,100,80,20,60,20
ing-direct,Pasquale,Mai Più,18 Novembre 2022,"Profondamente deluso. La Pubblicità induce a pensare cose non vere, puntualizzate nei classici trafiletti.",20,40,20,20,20,20
ing-direct,Gianfranco,Fate schifo,07 Novembre 2022,"Siete vergognosi. Una carta di credito sospesa, dopo oltre 20 giorni ancora non è riattivata. Servizio supportotelefonico da far ridere. Ripetono come un pappagallo: stiamo lavorando, stiamo risolvendo, stiamo facendo.... Senza dare motivazioni o risposte adeguate.... e i giorni passano. Vergognatevi!",20,80,20,20,20,20
ing-direct,Alfredo,Per attivare la carta un continuo rimandare,30 Luglio 2022,"Devo attivare la carta, ho chiamato almeno 10 volte l'assistenza clienti, ogni volta rimandano di tot giorni",40,40,20,20,40,20
ing-direct,Utente Scontento,ING - Banca in declino,07 Luglio 2022,"La banca negli ultimi anni ha perso di qualita' nel servizio. Sicuramente soffrono della concorrenza delle nuove realta' per i servizi online. La chiusura delle filiali limita la velocita' di alcune operazione e diverse operazioni/processi sono piuttosto farriginosi e confusi. Bonifici Sospesi,invio carte di credito, comunicazioni perse, sistemi in stallo .... Gli operatori purtroppo non sanno che pesci pigliare e ognuno ha un messaggio diverso. Su altri paesi ING ha tagliato totalmente la presenza per i privati. Il declino sembra evidente,",20,20,20,20,20,20
ing-direct,Stefania,Impossibile chiudere conto corrente,16 Giugno 2022,"Sono 13 giorni che aspetto che il conto corrente venga estinto e il saldo trasferito a nuova banca. Praticamente non posso usare il mio denaro. Sì sarebbe dovuto concludere tutto in 5 giorni.
L'operatrice che non è in grado di capire cosa sia successo si è limitata ad aprire una segnalazione che sono certa cadrà nel vuoto. Come faccio a vivere senza soldi? Delusione e vergogna",20,20,20,20,20,20
ing-direct,simona,Mai più!!,01 Maggio 2023,"Fatto richiesta di apertura conto (ti dicono che bastano 3 o 5 giorni). Inviato documenti, fatto videochiamata per il riconoscimento e ri-mostrato i documenti. Mi dicono che devo ricaricare i documenti, ricaricati i documenti, riconoscimento non andato a buon fine, provo con il bonifico di 1 euro da un'altra banca, ancora niente. Passati due mesi e mezzo mando pec con rinuncia, chiedendo la cancellazione dei miei dati, mi dicono che in tre giorni sarà fatto: sono trascorsi 10 giorni e continuo a ricevere SMS e mail con richiesta di ricaricare i miei documenti. Davvero CROCE SOPRA!!!!",20,20,20,20,20,20
ing-direct,Antonio,"ING da evitare, sono pessimi",08 Marzo 2023,"Ci hanno messo 3/4 mesi per inviarmi un conto estintivo per un mutuo acceso nel 2012, mille problemi ogni volta che telefonavo, alla fine ci sono riuscito, dopo aver fatto qualche centinaio di telefonate con operatori sempre diversi ai quali ogni volta dovevo ripetere le stesse cose, sono arrivato anche a minacce tramite avvocato, si lamenta inoltrer la mancanza fisica della banca.",20,60,60,20,20,20
ing-direct,Canova,Non aprite un Conto corrente con Ing bank,03 Marzo 2023,"Incompetenza del call center uguale a zero, è stato fatto un errore inaccettabile, per un errore di un operatore mi hanno chiuso l'umiliatateralmente senza preavviso il conto corrente, bloccato i soldi, bloccato le carte, incompetenza al 100%, mai più con ing direct, un danno da denuncia",20,20,20,20,20,20
ing-direct,Luciano,Pago flax,03 Gennaio 2023,"Il giorno 27 12 2022 effettuo un pagamento con carta di credito, ma non mi arriva subito il sms del pagoflax(cosa già avvenuto, ma bastava aprire i movimenti carta e potevo attivarlo) provo a chiamare il giorno 30 e 31 ma nessuno risponde perché troppo intasati lo stesso il 2 gennaio, oggi chiamo e mi dicono che è normale gli ultimi giorni del mese non lo fa applicare, le chiedo delucidazioni su dove poterlo leggere e non mi da risposta, in più vengo a scoprire che esiste una lista di pagamenti con carta di credito dove non è possibile attivare, chiedo dove poter leggere e mi viene detto che controllano loro se il pagamento è rateizzabile, mi dicono di sì senza pero dirmi dove poter vedere la lista. Oggi 3 gennaio 2023 mi trovo a dover pagare per intero la spesa effettuata perché",80,40,20,40,60,20
ing-direct,Giuseppe,Ottima banca,20 Novembre 2022,"Sono cliente da piu di dieci anni e mi sono sempre trovato benissimo,il servizio clienti e professionale e competente la consiglio vivamente.
È stata l'unica banca a cui non mi hanno chiesto un garante per il mutuo",80,100,80,20,60,20
ing-direct,Pasquale,Mai Più,18 Novembre 2022,"Profondamente deluso. La Pubblicità induce a pensare cose non vere, puntualizzate nei classici trafiletti.",20,40,20,20,20,20
ing-direct,Gianfranco,Fate schifo,07 Novembre 2022,"Siete vergognosi. Una carta di credito sospesa, dopo oltre 20 giorni ancora non è riattivata. Servizio supportotelefonico da far ridere. Ripetono come un pappagallo: stiamo lavorando, stiamo risolvendo, stiamo facendo.... Senza dare motivazioni o risposte adeguate.... e i giorni passano. Vergognatevi!",20,80,20,20,20,20
ing-direct,Alfredo,Per attivare la carta un continuo rimandare,30 Luglio 2022,"Devo attivare la carta, ho chiamato almeno 10 volte l'assistenza clienti, ogni volta rimandano di tot giorni",40,40,20,20,40,20
ing-direct,Utente Scontento,ING - Banca in declino,07 Luglio 2022,"La banca negli ultimi anni ha perso di qualita' nel servizio. Sicuramente soffrono della concorrenza delle nuove realta' per i servizi online. La chiusura delle filiali limita la velocita' di alcune operazione e diverse operazioni/processi sono piuttosto farriginosi e confusi. Bonifici Sospesi,invio carte di credito, comunicazioni perse, sistemi in stallo .... Gli operatori purtroppo non sanno che pesci pigliare e ognuno ha un messaggio diverso. Su altri paesi ING ha tagliato totalmente la presenza per i privati. Il declino sembra evidente,",20,20,20,20,20,20
ing-direct,Stefania,Impossibile chiudere conto corrente,16 Giugno 2022,"Sono 13 giorni che aspetto che il conto corrente venga estinto e il saldo trasferito a nuova banca. Praticamente non posso usare il mio denaro. Sì sarebbe dovuto concludere tutto in 5 giorni.
L'operatrice che non è in grado di capire cosa sia successo si è limitata ad aprire una segnalazione che sono certa cadrà nel vuoto. Come faccio a vivere senza soldi? Delusione e vergogna",20,20,20,20,20,20
ing-direct,simona,Mai più!!,01 Maggio 2023,"Fatto richiesta di apertura conto (ti dicono che bastano 3 o 5 giorni). Inviato documenti, fatto videochiamata per il riconoscimento e ri-mostrato i documenti. Mi dicono che devo ricaricare i documenti, ricaricati i documenti, riconoscimento non andato a buon fine, provo con il bonifico di 1 euro da un'altra banca, ancora niente. Passati due mesi e mezzo mando pec con rinuncia, chiedendo la cancellazione dei miei dati, mi dicono che in tre giorni sarà fatto: sono trascorsi 10 giorni e continuo a ricevere SMS e mail con richiesta di ricaricare i miei documenti. Davvero CROCE SOPRA!!!!",20,20,20,20,20,20
ing-direct,Antonio,"ING da evitare, sono pessimi",08 Marzo 2023,"Ci hanno messo 3/4 mesi per inviarmi un conto estintivo per un mutuo acceso nel 2012, mille problemi ogni volta che telefonavo, alla fine ci sono riuscito, dopo aver fatto qualche centinaio di telefonate con operatori sempre diversi ai quali ogni volta dovevo ripetere le stesse cose, sono arrivato anche a minacce tramite avvocato, si lamenta inoltrer la mancanza fisica della banca.",20,60,60,20,20,20
